"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"T8N8SW2K","journalArticle","2007","Russelle, Michael P.; Entz, Martin H.; Franzluebbers, Alan J.","Reconsidering Integrated Crop–Livestock Systems in North America","Agronomy Journal","","1435-0645","10.2134/agronj2006.0139","https://onlinelibrary.wiley.com/doi/abs/10.2134/agronj2006.0139","Although integrated crop–livestock systems have been employed globally for millennia, in the past century, farmers in North America have tended toward increased specialization. There is renewed interest in reintegrating crops and livestock because of concerns about natural resource degradation, the profitability and stability of farm income, long-term sustainability, and increasing regulation of concentrated animal feeding operations. Integrated crop–livestock systems could foster diverse cropping systems, including the use of perennial and legume forages, which could be grown in selected areas of the landscape to achieve multiple environmental benefits. Integrated systems inherently would utilize animal manure, which enhances soil tilth, fertility, and C sequestration. Integration of crops and livestock could occur within a farm or among farms. Both scales of integration rely on farmers' knowledge, motivation, and resources. Despite the numerous benefits that could accrue if farms moved toward on-farm or among-farm integration of crops and livestock, the complexity of such systems could constrain adoption. However, farmers should expect that adoption of integrated crop–livestock systems would enhance both profitability and environmental sustainability of their farms and communities. The combination of system complexity and potential for public benefit justify the establishment of a new national or international research initiative to overcome constraints and move North American agriculture toward greater profitability and sustainability.","2007","2022-03-31 22:32:58","2022-03-31 22:32:58","2022-03-31 22:32:58","325-334","","2","99","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.2134/agronj2006.0139","","/Users/lizawood/Zotero/storage/TUDIVN6U/agronj2006.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V4JSCAQM","webpage","","","A Rational Agriculture Is Incompatible with Capitalism - ProQuest","","","","","https://www.proquest.com/openview/0b8d9ab7739bbe26aeb383983076a8a2/1.pdf?pq-origsite=gscholar&cbl=48155","Explore millions of resources from scholarly journals, books, newspapers, videos and more, on the ProQuest Platform.","","2022-03-31 22:29:33","2022-03-31 22:29:33","2022-03-31 22:29:33","","","","","","","","","","","","","","en","","","","","","","","","/Users/lizawood/Zotero/storage/SMFYIK5J/1.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QL9D3DGK","journalArticle","2018","Hayden, Jennifer; Rocker, Sarah; Phillips, Hannah; Heins, Bradley; Smith, Andrew; Delate, Kathleen","The Importance of Social Support and Communities of Practice: Farmer Perceptions of the Challenges and Opportunities of Integrated Crop–Livestock Systems on Organically Managed Farms in the Northern U.S.","Sustainability","","2071-1050","10.3390/su10124606","https://www.mdpi.com/2071-1050/10/12/4606","Most U.S. farms today specialize in either crop or livestock production, failing to harness the potential economic and environmental benefits of integrated crop–livestock systems (ICLS). This specialization is particularly contradictory for organic operations, which aim to promote biodiversity and reduce reliance on outside sources of feed and fertility. This study investigated the challenges and opportunities experienced by farmers interested in integrating crops and livestock on organically managed farms in Iowa, Pennsylvania, and Minnesota. Qualitative methods, including focus groups and interviews, generated four categories of challenges: farming norms, complexity of management, biophysical conditions, and financial costs, and four categories of opportunities: increasing support for ICLS, financial and labor advantages, biophysical improvements, and animal welfare. Discussion of the data analysis demonstrates how most of the challenges of ICLS are mitigated by opportunities. For instance, increasing support for ICLS means there are growing communities of practice in which farmer-to-farmer knowledge exchange and peer support overcome obstacles to success in these systems. Unmitigated challenges that are beyond the control of farmers include regional infrastructure, financing and insurance, and long time horizon for returns. These three unmitigated challenges may require interventions such as policy support, economic incentives and social infrastructure to enable successful farm transitions to ICLS in this region.","2018-12","2022-03-29 15:19:26","2022-03-29 15:19:26","2022-03-29 15:19:27","4606","","12","10","","","The Importance of Social Support and Communities of Practice","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Number: 12 Publisher: Multidisciplinary Digital Publishing Institute","","/Users/lizawood/Zotero/storage/5WJHDNDI/Hayden et al. - 2018 - The Importance of Social Support and Communities o.pdf; /Users/lizawood/Zotero/storage/NHKQCAEE/4606.html","","","organic agriculture; barriers to adoption; best management practices (BMP); closed-loop; farm transitions; integrated crop–livestock systems (ICLS); qualitative methods; small-scale farms","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AP6FQ2UH","journalArticle","2012","Eastwood, C. R.; Chapman, D. F.; Paine, M. S.","Networks of practice for co-construction of agricultural decision support systems: Case studies of precision dairy farms in Australia","Agricultural Systems","","0308-521X","10.1016/j.agsy.2011.12.005","https://www.sciencedirect.com/science/article/pii/S0308521X11001831","The on-farm use of commercial decision support systems (DSSs) presents learning and adaptation challenges for farmers and their social learning networks. A study of six Australian dairy farms installing new precision dairy farming technology was undertaken to develop an in-depth picture of the issues occurring at the interface where precision farming data and decision-making meet. A qualitative exploratory case study method was used, with farmers each interviewed up to five times from pre-installation until 2years of use. A three-phase learning trajectory was observed amongst farmers involving early learning, consolidation, and advanced use. Farmers exhibited experiential learning but also learned via interaction with a network of on- and off-farm contacts forming a network of practice around the new users. This precision dairy farming network of practice formed a vital method of exchanging knowledge on how to best use technology and data in farming systems, with DSSs acting as a boundary object for learning. Externalisation of tacit knowledge into an explicit form suitable for DSSs was a major focus of this social learning. Co-construction of DSS knowledge in the emerging network was impeded by the absence of potentially important agents, in addition to the incomplete links between existing agents such as technology retailers and farmers. A technological innovation systems perspective is used to propose an improved framework to make greater use of translators and intermediaries. It is aimed at improving links amongst the community to more effectively aid farmers in creating new knowledge in agricultural DSS use.","2012-04-01","2022-03-29 00:10:03","2022-03-29 00:10:03","2022-03-29 00:10:00","10-18","","","108","","Agricultural Systems","Networks of practice for co-construction of agricultural decision support systems","","","","","","","en","","","","","ScienceDirect","","","","/Users/lizawood/Zotero/storage/UTZMM8DR/S0308521X11001831.html","","","Decision support systems; Innovation systems; Knowledge management; Network of practice; Precision dairy farming","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"99RVWEKW","journalArticle","2012","Vetouli, Theofano; Lund, Vonne; Kaufmann, Brigitte","Farmers’ Attitude Towards Animal Welfare Aspects and Their Practice in Organic Dairy Calf Rearing: a Case Study in Selected Nordic Farms","Journal of Agricultural and Environmental Ethics","","1573-322X","10.1007/s10806-010-9301-3","https://doi.org/10.1007/s10806-010-9301-3","In organic philosophy, the concept of “naturalness” is of major importance. According to the organic interpretation of animal welfare, natural living is considered a precondition for accomplishing welfare and the principal aims of organic production include the provision of natural living conditions for animals. However, respective regulations are lacking in organic legislation. In practice, the life of a calf in organic rearing systems can deviate from being natural, since common practices in dairy farms include early weaning, dehorning, or cow-calf separation soon after birth. This case study explores how calf welfare is approached in six different organic dairy farms and how far the concept of naturalness is implemented. The farms included in this study were located in Norway and Sweden. A semi-structured questionnaire was used for data collection. The interviewed farmers approach the concept of welfare in various ways and state that “naturalness” is an aspect of animal welfare. However, in practice in the calf rearing systems under study, only a few “naturalness” aspects were implemented. Reasons for the observed discrepancy might lie in differing understandings of “naturalness,” in economic restrictions, and in other trade-offs resulting from production system inherent characteristics and in limited regulation concerning provision of natural living aspects.","2012-06-01","2022-03-25 22:22:03","2022-03-25 22:22:03","2022-03-25 22:21:54","349-364","","3","25","","J Agric Environ Ethics","Farmers’ Attitude Towards Animal Welfare Aspects and Their Practice in Organic Dairy Calf Rearing","","","","","","","en","","","","","Springer Link","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FEN2YMXW","journalArticle","2012","Vetouli, Theofano; Lund, Vonne; Kaufmann, Brigitte","Farmers’ Attitude Towards Animal Welfare Aspects and Their Practice in Organic Dairy Calf Rearing: a Case Study in Selected Nordic Farms","Journal of Agricultural and Environmental Ethics","","1573-322X","10.1007/s10806-010-9301-3","https://doi.org/10.1007/s10806-010-9301-3","In organic philosophy, the concept of “naturalness” is of major importance. According to the organic interpretation of animal welfare, natural living is considered a precondition for accomplishing welfare and the principal aims of organic production include the provision of natural living conditions for animals. However, respective regulations are lacking in organic legislation. In practice, the life of a calf in organic rearing systems can deviate from being natural, since common practices in dairy farms include early weaning, dehorning, or cow-calf separation soon after birth. This case study explores how calf welfare is approached in six different organic dairy farms and how far the concept of naturalness is implemented. The farms included in this study were located in Norway and Sweden. A semi-structured questionnaire was used for data collection. The interviewed farmers approach the concept of welfare in various ways and state that “naturalness” is an aspect of animal welfare. However, in practice in the calf rearing systems under study, only a few “naturalness” aspects were implemented. Reasons for the observed discrepancy might lie in differing understandings of “naturalness,” in economic restrictions, and in other trade-offs resulting from production system inherent characteristics and in limited regulation concerning provision of natural living aspects.","2012-06-01","2022-03-25 22:21:58","2022-03-25 22:21:58","2022-03-25 22:21:54","349-364","","3","25","","J Agric Environ Ethics","Farmers’ Attitude Towards Animal Welfare Aspects and Their Practice in Organic Dairy Calf Rearing","","","","","","","en","","","","","Springer Link","","","","/Users/lizawood/Zotero/storage/URF8THJE/Vetouli et al. - 2012 - Farmers’ Attitude Towards Animal Welfare Aspects a.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YJPB3QUN","journalArticle","2022","Badruddoza, Syed; Carlson, Andrea C.; McCluskey, Jill J.","Long-term dynamics of US organic milk, eggs, and yogurt premiums","Agribusiness","","1520-6297","10.1002/agr.21723","https://onlinelibrary.wiley.com/doi/abs/10.1002/agr.21723","Producing organic milk has been an alternative for conventional farmers who are struggling with low prices. However, organic dairy prices recently collapsed along with conventional prices when several large producers entered the organic market. The current study explores the patterns and determinants of organic dairy premiums. We estimate monthly price premiums for organic whole milk, other fluid milk, yogurt, and eggs over the period 2008–2017 using US retail scanner data. The premiums were 56%, 51%, 27%, and 38%, respectively, with annual compound growth rates of 8%, 7%, −1.42%, and −2.86%. We identify the determinants of price premiums with a vector autoregression to account for endogeneity and autocorrelation, and a machine-learning algorithm—extreme gradient boost—for data-driven insights. Holding the premiums fixed, growing input costs may induce organic sellers to sell more to compensate for costs. Holding organic sales fixed, organic premiums decrease in conventional share of organic, cost of diesel, electricity, and feed grains in general; but increase in the number of shoppers and wages. [EconLit citations: C55, Q130].","2022","2022-03-24 21:00:09","2022-03-24 21:00:09","2022-03-24 20:59:31","45-72","","1","38","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/agr.21723","","","","","dairy; organic; machine learning; milk; scanner data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4I52I275","journalArticle","2022","Badruddoza, Syed; Carlson, Andrea C.; McCluskey, Jill J.","Long-term dynamics of US organic milk, eggs, and yogurt premiums","Agribusiness","","1520-6297","10.1002/agr.21723","https://onlinelibrary.wiley.com/doi/abs/10.1002/agr.21723","Producing organic milk has been an alternative for conventional farmers who are struggling with low prices. However, organic dairy prices recently collapsed along with conventional prices when several large producers entered the organic market. The current study explores the patterns and determinants of organic dairy premiums. We estimate monthly price premiums for organic whole milk, other fluid milk, yogurt, and eggs over the period 2008–2017 using US retail scanner data. The premiums were 56%, 51%, 27%, and 38%, respectively, with annual compound growth rates of 8%, 7%, −1.42%, and −2.86%. We identify the determinants of price premiums with a vector autoregression to account for endogeneity and autocorrelation, and a machine-learning algorithm—extreme gradient boost—for data-driven insights. Holding the premiums fixed, growing input costs may induce organic sellers to sell more to compensate for costs. Holding organic sales fixed, organic premiums decrease in conventional share of organic, cost of diesel, electricity, and feed grains in general; but increase in the number of shoppers and wages. [EconLit citations: C55, Q130].","2022","2022-03-24 20:59:34","2022-03-24 20:59:34","2022-03-24 20:59:31","45-72","","1","38","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/agr.21723","","","","","dairy; organic; machine learning; milk; scanner data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BDCIV53M","journalArticle","2017","Martin, N. P.; Russelle, M. P.; Powell, J. M.; Sniffen, C. J.; Smith, S. I.; Tricarico, J. M.; Grant, R. J.","Invited review: Sustainable forage and grain crop production for the US dairy industry","Journal of Dairy Science","","0022-0302","10.3168/jds.2017-13080","https://www.sciencedirect.com/science/article/pii/S0022030217309037","A resilient US dairy industry will be underpinned by forage and crop production systems that are economically, environmentally, and socially sustainable. Land use for production of perennial and annual forages and grains for dairy cattle must evolve in response to multiple food security and environmental sustainability issues. These include increasing global populations; higher incomes and demand for dairy and other animal products; climate change with associated temperature and moisture changes; necessary reductions in carbon and water footprints; maintenance of soil quality and soil nutrient concerns; and competition for land. Likewise, maintaining producer profitability and utilizing practices accepted by consumers and society generally must also be considered. Predicted changes in climate and water availability will likely challenge current feed and dairy production systems and their national spatial distribution, particularly the western migration of dairy production in the late 20th century. To maintain and stabilize profitability while reducing carbon footprint, particularly reductions in methane emission and enhancements in soil carbon sequestration, dairy production will need to capitalize on genetic and management innovations that enhance forage and grain production and nutritive value. Improved regional and on-farm integration of feed production and manure utilization is needed to reduce environmental nitrogen and phosphorus losses and mitigate greenhouse gas emissions. Resilient and flexible feed production strategies are needed to address each of these challenges and opportunities to ensure profitable feeding of dairy cattle and a sustainable dairy industry.","2017-12-01","2022-03-08 17:08:28","2022-03-08 17:08:28","2022-03-08 17:08:28","9479-9494","","12","100","","Journal of Dairy Science","Invited review","","","","","","","en","","","","","ScienceDirect","","","","/Users/lizawood/Zotero/storage/3CL7DZRW/Martin et al. - 2017 - Invited review Sustainable forage and grain crop .pdf","","","environment; greenhouse gas; manure; nutrient; stocking rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FIIXGCIS","journalArticle","2013","Moore, Kenneth J; Karlen, Douglas L","Double cropping opportunities for biomass crops in the north central USA","Biofuels","","1759-7269","10.4155/bfs.13.50","https://doi.org/10.4155/bfs.13.50","Increased biomass crop production is essential for the development of sustainable bioenergy and bioproduct industries. Double cropping is one strategy that may help meet those goals, but in more northern latitudes traditional double cropping has been limited by a short growing season. However, since lignocellulosic biomass crops do not need to complete their lifecycle and produce seed, double cropping those species could be successful and provide several beneficial ecosystem services. This includes providing nearly year-round ground cover to reduce soil exposure to water and wind erosion, and diversifying landscapes to help mitigate the unintended consequences of many current agricultural practices. Double cropping could also offer management flexibility in response to weather and market factors, provided the net return is commensurate with current singlecrop, grain production practices. Currently available double crop information for the north central region of the USA is limited, so we conclude that such R&D is warranted.","2013-11-01","2022-03-08 17:08:18","2022-03-08 17:08:18","2022-03-08 17:08:18","605-615","","6","4","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Taylor & Francis _eprint: https://doi.org/10.4155/bfs.13.50","","/Users/lizawood/Zotero/storage/MLH7U9PD/Moore and Karlen - 2013 - Double cropping opportunities for biomass crops in.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EPJUR39S","journalArticle","2020","Ritz, Kathryn E.; Heins, Bradley J.; Moon, Roger; Sheaffer, Craig; Weyers, Sharon L.","Forage Yield and Nutritive Value of Cool-Season and Warm-Season Forages for Grazing Organic Dairy Cattle","Agronomy","","2073-4395","10.3390/agronomy10121963","https://www.mdpi.com/2073-4395/10/12/1963","The objective of this study was to compare the forage nutritive value of cool-season perennial grasses and legumes with that of warm-season annual grasses grazed by organic dairy cows. Two pasture systems were analyzed across the grazing season at an organic dairy in Morris, Minnesota. Pasture system 1 included perennial ryegrass (Lolium perenne L.), orchardgrass (Dactylis glomerata L.), meadow bromegrass (Bromus riparius Rehmann), meadow fescue (Schedonorus pratensis (Huds.) P. Beauv), alfalfa (Medicago sativa L.), white clover (Trifolium repens L.), red clover (Trifolium pratense L.), and chicory (Cichorium intybus L.). Pasture system 2 was a combination of system 1 and monocultures of warm-season grasses (sorghum-sudangrass (Sorghum bicolor [L.] Moench subsp. drummondii [Steud.]) and teff (Eragrostis tef L.)). Across the grazing season, forage yield was 39% greater for system 2 than system 1 due to greater forage yield during the summer. Neutral detergent fiber (NDF) and acid detergent fiber (ADF) were similar for cool-season and warm-season grasses. Warm-season grasses had greater forage yield during the summer months compared with cool-season grasses and legumes. The total tract NDF digestibility (TTNDFD) varied by month and year across the study for both pasture systems. Overall, weather may affect the forage nutritive value for both cool-season perennial grasses and legumes and warm-season annual grasses.","2020-12","2022-03-08 17:08:04","2022-03-08 17:08:04","2022-03-08 17:08:04","1963","","12","10","","","","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Number: 12 Publisher: Multidisciplinary Digital Publishing Institute","","/Users/lizawood/Zotero/storage/AE8RDCAN/Ritz et al. - 2020 - Forage Yield and Nutritive Value of Cool-Season an.pdf","","","cattle; forages; grazing; sorghum-sudangrass; teff","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RPLP87V9","journalArticle","2020","Nocco, Mallika A.; Weeth Feinstein, Noah; Stock, Melanie N.; McGill, Bonnie M.; Kucharik, Christopher J.","Knowledge Co-Production with Agricultural Trade Associations","Water","","2073-4441","10.3390/w12113236","https://www.mdpi.com/2073-4441/12/11/3236","Scientists and agricultural trade associations may further conservation outcomes by engaging with one another to uncover opportunities and engage in social learning via knowledge co-production. We observed, documented, and critically reviewed knowledge exchanges among scientists and agricultural stakeholders working on a multidecadal water conflict in Wisconsin. Differences in knowledge exchange and production were related to meeting spaces, organization, time management, and formality of interactions. We found that repetitive, semiformal meetings organized and led by growers facilitated knowledge exchange, co-production, and social learning. However, scientists often appeared uncomfortable in grower-controlled spaces. We suggest that this discomfort results from the widespread adoption of the deficit model of scientific literacy and objectivity as default paradigms, despite decades of research suggesting that scientists cannot view themselves as objective disseminators of knowledge. For example, we found that both scientists and growers produced knowledge for political advocacy but observed less transparency from scientists, who often claimed objectivity in politicized settings. We offer practical methods and recommendations for designing social learning processes as well as highlight the need to better prepare environmental and extension scientists for engaging in agribusiness spaces.","2020-11","2022-03-08 17:06:50","2022-03-08 17:06:50","2022-03-08 17:06:50","3236","","11","12","","","","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Number: 11 Publisher: Multidisciplinary Digital Publishing Institute","","/Users/lizawood/Zotero/storage/T4D949HH/Nocco et al. - 2020 - Knowledge Co-Production with Agricultural Trade As.pdf; /Users/lizawood/Zotero/storage/Q2PXZQ7L/htm.html","","","extension; farmer; knowledge co-production; knowledge exchange; science communication; science literacy; social learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VJ7EQT2H","journalArticle","2009","Rodriguez, Joysee M.; Molnar, Joseph John; Fazio, Robin A.; Sydnor, Emily; Lowe, Mecca J.","Barriers to adoption of sustainable agriculture practices: Change agent perspectives","Renewable Agriculture and Food Systems","","1742-1713, 1742-1705","10.1017/S1742170508002421","https://www.cambridge.org/core/journals/renewable-agriculture-and-food-systems/article/abs/barriers-to-adoption-of-sustainable-agriculture-practices-change-agent-perspectives/888E6D193CEC180F65F73C8786AA9729","Conventional agriculture systems of production often lead to environmental degradation, economic problems and even social conflict. The efficacy of agriculture systems conducive to the economic, environmental and social sustainability of farming operations has been demonstrated, yet the adoption of sustainable agricultural practices is not widespread. This qualitative study is based on a web-based survey instrument designed to elicit the barriers to adoption of sustainable agriculture practices (SAP) perceived by a positional and network sample of 269 change agents working with farmers in the US South. The analysis examines the general proposition that reluctance to change to SAP is an overused rationale of change agents that tends to mask real barriers that we endeavor to elicit in the survey. It was found that despite having support from technical assistance providers, farmers are rarely adopting SAP. Change agents often are not well prepared to attend to farmers' needs regarding SAP, particularly the needs of specific farming situations. Thus, farmers often struggle to obtain accurate information about the benefits of SAP. Government support programs often fail to encourage adoption due to lack of funding, inappropriate design and ineffective targeting of incentives. Reluctance to change is frequently mentioned by change agents, but more as a way of blaming farmers for nonadoption than explaining the often tangible reasons for their behaviors. Social barriers, land tenure, infrastructure and incompatibility are other significant impediments to adoption. Strategies such as improved management of the existing information, careful design of economic support programs and extension efforts addressed to change agents themselves could help overcome some of the barriers identified by change agents.","2009-03","2022-03-08 17:04:08","2022-03-08 17:04:08","2022-03-08 17:04:08","60-71","","1","24","","","Barriers to adoption of sustainable agriculture practices","","","","","","","en","","","","","Cambridge University Press","","Publisher: Cambridge University Press","","/Users/lizawood/Zotero/storage/AQQU354H/888E6D193CEC180F65F73C8786AA9729.html","","","adoption; barriers; change agents; sustainable agriculture practices","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MTI98IVW","journalArticle","2012","Iles, Alastair; Marsh, Robin","Nurturing Diversified Farming Systems in Industrialized Countries: How Public Policy Can Contribute","Ecology and Society","","1708-3087","10.5751/ES-05041-170442","https://www.ecologyandsociety.org/vol17/iss4/art42/","Iles, A., and R. Marsh. 2012. Nurturing diversified farming systems in industrialized countries: how public policy can contribute. Ecology and Society 17(4): 42. https://doi.org/10.5751/ES-05041-170442","2012-12-18","2022-03-08 15:53:53","2022-03-08 15:53:53","2022-03-08 15:53:53","","","4","17","","","Nurturing Diversified Farming Systems in Industrialized Countries","","","","","","","en","© 2012 by the author(s)","","","","www.ecologyandsociety.org","","Publisher: The Resilience Alliance","","/Users/lizawood/Zotero/storage/SS5WFQ5A/Iles and Marsh - 2012 - Nurturing Diversified Farming Systems in Industria.pdf; /Users/lizawood/Zotero/storage/VPDK3K2Y/art42.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V7KCKKNK","journalArticle","2017","Martin, N. P.; Russelle, M. P.; Powell, J. M.; Sniffen, C. J.; Smith, S. I.; Tricarico, J. M.; Grant, R. J.","Invited review: Sustainable forage and grain crop production for the US dairy industry","Journal of Dairy Science","","0022-0302","10.3168/jds.2017-13080","https://www.sciencedirect.com/science/article/pii/S0022030217309037","A resilient US dairy industry will be underpinned by forage and crop production systems that are economically, environmentally, and socially sustainable. Land use for production of perennial and annual forages and grains for dairy cattle must evolve in response to multiple food security and environmental sustainability issues. These include increasing global populations; higher incomes and demand for dairy and other animal products; climate change with associated temperature and moisture changes; necessary reductions in carbon and water footprints; maintenance of soil quality and soil nutrient concerns; and competition for land. Likewise, maintaining producer profitability and utilizing practices accepted by consumers and society generally must also be considered. Predicted changes in climate and water availability will likely challenge current feed and dairy production systems and their national spatial distribution, particularly the western migration of dairy production in the late 20th century. To maintain and stabilize profitability while reducing carbon footprint, particularly reductions in methane emission and enhancements in soil carbon sequestration, dairy production will need to capitalize on genetic and management innovations that enhance forage and grain production and nutritive value. Improved regional and on-farm integration of feed production and manure utilization is needed to reduce environmental nitrogen and phosphorus losses and mitigate greenhouse gas emissions. Resilient and flexible feed production strategies are needed to address each of these challenges and opportunities to ensure profitable feeding of dairy cattle and a sustainable dairy industry.","2017-12-01","2022-03-03 16:52:27","2022-03-03 16:52:27","2022-03-03 16:52:07","9479-9494","","12","100","","Journal of Dairy Science","Invited review","","","","","","","en","","","","","ScienceDirect","","","","","","","environment; greenhouse gas; manure; nutrient; stocking rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2NZLZ2HN","journalArticle","2017","Martin, N. P.; Russelle, M. P.; Powell, J. M.; Sniffen, C. J.; Smith, S. I.; Tricarico, J. M.; Grant, R. J.","Invited review: Sustainable forage and grain crop production for the US dairy industry","Journal of Dairy Science","","0022-0302","10.3168/jds.2017-13080","https://www.sciencedirect.com/science/article/pii/S0022030217309037","A resilient US dairy industry will be underpinned by forage and crop production systems that are economically, environmentally, and socially sustainable. Land use for production of perennial and annual forages and grains for dairy cattle must evolve in response to multiple food security and environmental sustainability issues. These include increasing global populations; higher incomes and demand for dairy and other animal products; climate change with associated temperature and moisture changes; necessary reductions in carbon and water footprints; maintenance of soil quality and soil nutrient concerns; and competition for land. Likewise, maintaining producer profitability and utilizing practices accepted by consumers and society generally must also be considered. Predicted changes in climate and water availability will likely challenge current feed and dairy production systems and their national spatial distribution, particularly the western migration of dairy production in the late 20th century. To maintain and stabilize profitability while reducing carbon footprint, particularly reductions in methane emission and enhancements in soil carbon sequestration, dairy production will need to capitalize on genetic and management innovations that enhance forage and grain production and nutritive value. Improved regional and on-farm integration of feed production and manure utilization is needed to reduce environmental nitrogen and phosphorus losses and mitigate greenhouse gas emissions. Resilient and flexible feed production strategies are needed to address each of these challenges and opportunities to ensure profitable feeding of dairy cattle and a sustainable dairy industry.","2017-12-01","2022-03-03 16:52:11","2022-03-03 16:52:11","2022-03-03 16:52:07","9479-9494","","12","100","","Journal of Dairy Science","Invited review","","","","","","","en","","","","","ScienceDirect","","","","/Users/lizawood/Zotero/storage/QXVKHWS3/S0022030217309037.html","","","environment; greenhouse gas; manure; nutrient; stocking rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
