document ID,concept,type_of_org,type_of_concept,category,idea
28,C_People_SLR too far off in future,Env NGO,C,Local communities,SLR too far off in future
28,C_Organizations_Jurisdictional fragmentation,Env NGO,C,Institutions,Jurisdictional fragmentation
28,C_People_SLR too far off in future,Env NGO,C,Local communities,SLR too far off in future
28,S_Complexity_Climate service enterprise,Env NGO,S,Science,Climate service enterprise
13,C_Organizations_Jurisdictional fragmentation,County government,C,Institutions,Jurisdictional fragmentation
28,S_Collaborative governance_broad participation,Env NGO,S,Institutions,Broad participation
28,S_Local govts_governance must include local stakeholders,Env NGO,S,Local communities,Include local stakeholders
28,C_Organizations_Competing priorities,Env NGO,C,Institutions,Competing priorities
28,C_Resources_There won't be federal money,Env NGO,C,Funding/Resources,Who pays?
28,C_Organizations_Jurisdictional fragmentation,Env NGO,C,Institutions,Jurisdictional fragmentation
28,S_Collaborative governance_Visioning process,Env NGO,S,Institutions,Visioning process
28,S_Collaborative governance_Visioning process,Env NGO,S,Institutions,Visioning process
28,C_Resources_Lack staff resources,Env NGO,C,Funding/Resources,Lack staff resources
28,S_Local govts_Local communities need pratical info on SLR,Env NGO,S,Local communities,Local communities need pratical info on SLR
28,C_Political leadership_lack vision,Env NGO,C,Leadership,Lack of vision
28,S_Resources_private sector pay,Env NGO,S,Funding/Resources,Make case to private sector
28,C_Political leadership_lack vision,Env NGO,C,Leadership,Lack of vision
28,C_Regulation_Permitting issues,Env NGO,C,Regulation,Permitting issues
28,C_Organizations_mission,Env NGO,C,Institutions,Statutory mission
28,S_Leadership_Individuals matter,Env NGO,S,Leadership,Individuals matter
27,C_People_SLR too far off in future,County government,C,Local communities,SLR too far off in future
27,C_People_SLR too far off in future,County government,C,Local communities,SLR too far off in future
27,C_People_SLR too far off in future,County government,C,Local communities,SLR too far off in future
27,C_Organizations_Jurisdictional fragmentation,County government,C,Institutions,Jurisdictional fragmentation
27,S_Resources_Tap non-traditional funding pockets,County government,S,Funding/Resources,Tap non-traditional funding pockets
27,S_Leadership_Let local jurisdiction be proactive,County government,S,Leadership,Let local jurisdiction be proactive
27,C_Resources_Lack staff resources,County government,C,Funding/Resources,Lack staff resources
27,S_Resources_Ballot measure to raise money,County government,S,Funding/Resources,Ballot measure to raise money
27,S_Planning_Grey infrastructure,County government,S,Planning,Grey infrastructure
27,S_Planning_Combination of approaches,County government,S,Planning,Combination of approaches
27,C_Organizations_Jurisdictional fragmentation,County government,C,Institutions,Jurisdictional fragmentation
27,C_Organizations_Competing priorities,County government,C,Institutions,Competing priorities
27,C_Local govts_control issues,County government,C,Local communities,Local control
27,S_Leadership_Existing entity/entities,County government,S,Leadership,Empower existing entities
27,S_Leadership_Existing entity/entities,County government,S,Leadership,Empower existing entities
29,S_Leadership_Existing entity/entities,Env NGO,S,Leadership,Empower existing entities
9,C_Political leadership_lack vision,Regional Agency,C,Leadership,Lack of vision
27,S_Political leadership_create legi requirements,County government,S,Leadership,Create legislative requirements
27,S_Resources_Ballot measure to raise money,County government,S,Funding/Resources,Ballot measure to raise money
27,C_People_SLR too far off in future,County government,C,Local communities,SLR too far off in future
27,S_Leadership_Let local jurisdiction be proactive,County government,S,Leadership,Let local jurisdiction be proactive
17,S_Leadership_Existing entity/entities,Local entity,S,Leadership,Empower existing entities
17,S_Planning_Combination of approaches,Local entity,S,Planning,Combination of approaches
17,C_Resources_Who pays?,Local entity,C,Funding/Resources,Who pays?
17,C_Political leadership_lack vision,Local entity,C,Leadership,Lack of vision
17,S_Planning_Grey infrastructure,Local entity,S,Planning,Grey infrastructure
17,C_Leadership_No single voice for the Bay,Local entity,C,Leadership,No single voice for the Bay
17,C_Resources_Mitigation vs Adaptation,Local entity,C,Funding/Resources,Mitigation vs Adaptation
17,S_Leadership_Existing entity/entities,Local entity,S,Leadership,Empower existing entities
17,C_Resources_Lack staff resources,Local entity,C,Funding/Resources,Lack staff resources
17,S_Complexity_Climate service enterprise,Local entity,S,Science,Climate service enterprise
17,C_Organizations_Competing priorities,Local entity,C,Institutions,Competing priorities
17,C_Organizations_mission,Local entity,C,Institutions,Statutory mission
17,C_People_Community engagement,Local entity,C,Local communities,Community engagement
17,S_Collaborative governance_build trust/capacity,Local entity,S,Institutions,Build trust/capacity
11,S_Resources_Public private partnerships,County Agency,S,Funding/Resources,Public private partnerships
11,S_Leadership_collaboration led by regional agencies,County Agency,S,Leadership,Collaboration led by regional agencies
11,C_Resources_Not many funding sources,County Agency,C,Funding/Resources,Not many funding sources
11,C_Resources_Who pays?,County Agency,C,Funding/Resources,Who pays?
11,C_Resources_Restrictions on budgets use,County Agency,C,Funding/Resources,Restrictions on budgets use
11,C_Organizations_Jurisdictional overlap,County Agency,C,Institutions,Jurisdictional overlap
11,C_Organizations_Competing priorities,County Agency,C,Institutions,Competing priorities
11,C_Political leadership_Time inconsistency w pol cycles,County Agency,C,Leadership,Time inconsistency w pol cycles
11,C_Resources_Lack staff resources,County Agency,C,Funding/Resources,Lack staff resources
11,C_Complexity_Information_overload,County Agency,C,Science,Information overload
11,S_Complexity_Climate service enterprise,County Agency,S,Science,Climate service enterprise
11,C_Organizations_Jurisdictional fragmentation,County Agency,C,Institutions,Jurisdictional fragmentation
11,S_Leadership_Existing entity/entities,County Agency,S,Leadership,Empower existing entities
11,S_Leadership_Existing entity/entities,County Agency,S,Leadership,Empower existing entities
21,S_Leadership_Merge orgs,Regional Agency,S,Leadership,Merge orgs
21,S_Leadership_Existing entity/entities,Regional Agency,S,Leadership,Empower existing entities
21,C_Organizations_Jurisdictional fragmentation,Regional Agency,C,Institutions,Jurisdictional fragmentation
21,S_Regulation_Integrated permitting,Regional Agency,S,Regulation,Integrated permitting
21,S_Organizations_Formal authority to move things through,Regional Agency,S,Institutions,Demand more powers
21,S_Planning_Combination of approaches,Regional Agency,S,Planning,Combination of approaches
21,C_Political leadership_Need disaster to spur action,Regional Agency,C,Leadership,Need disaster to spur action
21,C_People_SLR too far off in future,Regional Agency,C,Local communities,SLR too far off in future
21,S_Leadership_Existing entity/entities,Regional Agency,S,Leadership,Empower existing entities
21,S_Collaborative governance_talk their language,Regional Agency,S,Institutions,Talk stakeholders' language
21,C_Regulation_Sediment management,Regional Agency,C,Regulation,Sediment management
21,C_Organizations_Competing priorities,Regional Agency,C,Institutions,Competing priorities
21,S_Complexity_Climate service enterprise,Regional Agency,S,Science,Climate service enterprise
21,C_Organizations_mission,Regional Agency,C,Institutions,Statutory mission
21,S_Collaborative governance_Visioning process,Regional Agency,S,Institutions,Visioning process
21,S_Collaborative governance_bring proposal to legislature,Regional Agency,S,Institutions,Bring proposal to legislature
21,S_Collaborative governance_bring proposal to legislature,Regional Agency,S,Institutions,Bring proposal to legislature
21,S_Leadership_Existing entity/entities,Regional Agency,S,Leadership,Empower existing entities
21,S_Complexity_Climate service enterprise,Regional Agency,S,Science,Climate service enterprise
16,C_Organizations_Competing priorities,Politician,C,Institutions,Competing priorities
16,S_People_Community engagement,Politician,S,Local communities,Engage communities
16,C_Organizations_Competing priorities,Politician,C,Institutions,Competing priorities
16,S_Local govts_Local communities need pratical info on SLR,Politician,S,Local communities,Local communities need pratical info on SLR
16,C_People_SLR too far off in future,Politician,C,Local communities,SLR too far off in future
16,S_Political leadership_create legi requirements,Politician,S,Leadership,Create legislative requirements
16,S_Collaborative governance_Informal collaboration,Politician,S,Institutions,Build trust/capacity
16,C_Resources_There won't be federal money,Politician,C,Funding/Resources,Who pays?
16,C_Organizations_mission,Politician,C,Institutions,Statutory mission
16,C_Leadership_No single voice for the Bay,Politician,C,Leadership,No single voice for the Bay
16,S_Complexity_Climate service enterprise,Politician,S,Science,Climate service enterprise
16,C_Political leadership_Need disaster to spur action,Politician,C,Leadership,Need disaster to spur action
9,C_Organizations_Jurisdictional fragmentation,Regional Agency,C,Institutions,Jurisdictional fragmentation
9,S_Leadership_collaboration led by regional agencies,Regional Agency,S,Leadership,Collaboration led by regional agencies
9,S_Leadership_collaboration led by regional agencies,Regional Agency,S,Leadership,Collaboration led by regional agencies
9,C_Organizations_Jurisdictional fragmentation,Regional Agency,C,Institutions,Jurisdictional fragmentation
9,S_Leadership_Existing entity/entities,Regional Agency,S,Leadership,Empower existing entities
9,S_Leadership_collaboration led by regional agencies,Regional Agency,S,Leadership,Collaboration led by regional agencies
9,S_Resources_Tap non-traditional funding pockets,Regional Agency,S,Funding/Resources,Tap non-traditional funding pockets
9,C_Complexity_Vulnerability interdependence,Regional Agency,C,Science,Vulnerability interdependence
9,C_Complexity_Uncertainty,Regional Agency,C,Science,Uncertainty
9,S_Leadership_collaboration led by regional agencies,Regional Agency,S,Leadership,Collaboration led by regional agencies
9,S_Local govts_governance must include local stakeholders,Regional Agency,S,Local communities,Include local stakeholders
9,C_People_SLR too far off in future,Regional Agency,C,Local communities,SLR too far off in future
9,C_Organizations_Competition for leadership,Regional Agency,C,Institutions,Competition for leadership
9,C_Resources_Not many funding sources,Regional Agency,C,Funding/Resources,Not many funding sources
9,C_Complexity_Uncertainty,Regional Agency,C,Science,Uncertainty
9,C_Resources_Lack staff resources,Regional Agency,C,Funding/Resources,Lack staff resources
9,S_Collaborative governance_build trust/capacity,Regional Agency,S,Institutions,Build trust/capacity
9,C_Organizations_mission,Regional Agency,C,Institutions,Statutory mission
9,C_Resources_Lack staff resources,Regional Agency,C,Funding/Resources,Lack staff resources
15,C_Organizations_Competition for leadership,Env NGO,C,Institutions,Competition for leadership
15,C_People_SLR too far off in future,Env NGO,C,Local communities,SLR too far off in future
15,S_People_Community engagement,Env NGO,S,Local communities,Engage communities
15,C_Organizations_Jurisdictional fragmentation,Env NGO,C,Institutions,Jurisdictional fragmentation
15,S_Collaborative governance_broad participation,Env NGO,S,Institutions,Broad participation
15,S_Planning_Combination of approaches,Env NGO,S,Planning,Combination of approaches
15,C_Regulation_Permitting issues,Env NGO,C,Regulation,Permitting issues
15,S_Leadership_Existing entity/entities,Env NGO,S,Leadership,Empower existing entities
15,S_Planning_Do not build close to water,Env NGO,S,Planning,Do not build close to water
15,S_Political leadership_create legi requirements,Env NGO,S,Leadership,Create legislative requirements
15,S_Leadership_Existing entity/entities,Env NGO,S,Leadership,Empower existing entities
15,C_Resources_Lack staff resources,Env NGO,C,Funding/Resources,Lack staff resources
15,C_Complexity_Information_overload,Env NGO,C,Science,Information overload
15,S_Complexity_Information clearinghouse,Env NGO,S,Science,Information clearinghouse
15,C_Private sector_no support,Env NGO,C,Funding/Resources,Who pays?
15,C_Organizations_mission,Env NGO,C,Institutions,Statutory mission
15,C_Organizations_Jurisdictional overlap,Env NGO,C,Institutions,Jurisdictional overlap
15,C_Organizations_mission,Env NGO,C,Institutions,Statutory mission
15,S_Resources_Tap non-traditional funding pockets,Env NGO,S,Funding/Resources,Tap non-traditional funding pockets
1,C_Complexity_Vulnerability interdependence,Local entity,C,Science,Vulnerability interdependence
13,S_Collaborative governance_broad participation,County government,S,Institutions,Broad participation
1,C_Organizations_Jurisdictional fragmentation,Local entity,C,Institutions,Jurisdictional fragmentation
1,C_Political leadership_lack vision,Local entity,C,Leadership,Lack of vision
1,S_Leadership_Existing entity/entities,Local entity,S,Leadership,Empower existing entities
1,S_Collaborative governance_Visioning process,Local entity,S,Institutions,Visioning process
1,S_Planning_Grey infrastructure,Local entity,S,Planning,Grey infrastructure
1,S_Resources_Lobby for federal program,Local entity,S,Funding/Resources,Lobby for federal program
1,C_Complexity_Uncertainty,Local entity,C,Science,Uncertainty
1,S_People_Community engagement,Local entity,S,Local communities,Engage communities
1,S_Complexity_Learning from others (USA/Abroad),Local entity,S,Science,Learning from others (USA/Abroad)
1,C_Resources_Lack staff resources,Local entity,C,Funding/Resources,Lack staff resources
1,S_Resources_State/Regional funding,Local entity,S,Funding/Resources,State/Regional funding
1,S_Resources_State/Regional funding,Local entity,S,Funding/Resources,State/Regional funding
1,C_Leadership_No single voice for the Bay,Local entity,C,Leadership,No single voice for the Bay
1,C_Complexity_Information_overload,Local entity,C,Science,Information overload
1,C_Complexity_Vulnerability interdependence,Local entity,C,Science,Vulnerability interdependence
8,C_People_Community engagement,County government,C,Local communities,Community engagement
8,C_Organizations_mission,County government,C,Institutions,Statutory mission
8,S_Collaborative governance_talk their language,County government,S,Institutions,Talk stakeholders' language
8,S_Planning_Combination of approaches,County government,S,Planning,Combination of approaches
8,C_Complexity_Uncertainty,County government,C,Science,Uncertainty
8,S_Complexity_Learning from others (USA/Abroad),County government,S,Science,Learning from others (USA/Abroad)
8,C_Collaborative governance_All talk no action,County government,C,Institutions,All talk no action
8,S_People_Community engagement,County government,S,Local communities,Engage communities
8,C_Resources_Who pays?,County government,C,Funding/Resources,Who pays?
8,S_Leadership_collaboration led by regional agencies,County government,S,Leadership,Collaboration led by regional agencies
8,C_Regulation_Permitting issues,County government,C,Regulation,Permitting issues
8,C_Complexity_Vulnerability interdependence,County government,C,Science,Vulnerability interdependence
8,C_Organizations_Competing priorities,County government,C,Institutions,Competing priorities
35,C_Regulation_Sediment management,Regional Agency,C,Regulation,Sediment management
13,C_Organizations_Jurisdictional fragmentation,County government,C,Institutions,Jurisdictional fragmentation
3,S_Leadership_Individuals matter,Local gov,S,Leadership,Individuals matter
3,S_Leadership_collaboration led by regional agencies,Local gov,S,Leadership,Collaboration led by regional agencies
24,S_Leadership_collaboration led by regional agencies,State Agency,S,Leadership,Collaboration led by regional agencies
25,S_Leadership_collaboration led by regional agencies,Urban Planning NGO,S,Leadership,Collaboration led by regional agencies
14,S_Leadership_collaboration led by regional agencies,State Agency,S,Leadership,Collaboration led by regional agencies
19,S_Leadership_collaboration led by regional agencies,Federal Agency,S,Leadership,Collaboration led by regional agencies
19,S_Leadership_collaboration led by regional agencies,Federal Agency,S,Leadership,Collaboration led by regional agencies
19,S_Leadership_collaboration led by regional agencies,Federal Agency,S,Leadership,Collaboration led by regional agencies
3,C_Complexity_Uncertainty,Local gov,C,Science,Uncertainty
3,S_Planning_Grey infrastructure,Local gov,S,Planning,Grey infrastructure
3,S_Resources_Tap non-traditional funding pockets,Local gov,S,Funding/Resources,Tap non-traditional funding pockets
3,C_Resources_There won't be federal money,Local gov,C,Funding/Resources,Who pays?
3,S_Resources_State/Regional funding,Local gov,S,Funding/Resources,State/Regional funding
3,C_Organizations_Jurisdictional fragmentation,Local gov,C,Institutions,Jurisdictional fragmentation
3,S_People_Community engagement,Local gov,S,Local communities,Engage communities
3,S_Leadership_collaboration led by regional agencies,Local gov,S,Leadership,Collaboration led by regional agencies
3,S_Collaborative governance_bring proposal to legislature,Local gov,S,Institutions,Bring proposal to legislature
3,C_Resources_Mitigation vs Adaptation,Local gov,C,Funding/Resources,Mitigation vs Adaptation
3,C_Resources_Lack staff resources,Local gov,C,Funding/Resources,Lack staff resources
3,S_Political leadership_create legi requirements,Local gov,S,Leadership,Create legislative requirements
3,S_Leadership_Existing entity/entities,Local gov,S,Leadership,Empower existing entities
3,S_Organizations_Formal authority to move things through,Local gov,S,Institutions,Demand more powers
3,S_Leadership_Existing entity/entities,Local gov,S,Leadership,Empower existing entities
3,S_Organizations_Formal authority to move things through,Local gov,S,Institutions,Demand more powers
3,S_Planning_Green infrastructure,Local gov,S,Planning,Green infrastructure
3,C_Resources_Not many funding sources,Local gov,C,Funding/Resources,Not many funding sources
3,C_Complexity_Uncertainty,Local gov,C,Science,Uncertainty
3,C_Resources_Who pays?,Local gov,C,Funding/Resources,Who pays?
3,C_People_Community engagement,Local gov,C,Local communities,Community engagement
3,C_People_SLR too far off in future,Local gov,C,Local communities,SLR too far off in future
26,S_Regulation_Integrated permitting,State Agency,S,Regulation,Integrated permitting
26,S_People_Community engagement,State Agency,S,Local communities,Engage communities
26,S_Planning_Pilot projects,State Agency,S,Planning,Pilot projects
26,S_Local govts_governance must include local stakeholders,State Agency,S,Local communities,Include local stakeholders
26,S_Organizations_Formal authority to move things through,State Agency,S,Institutions,Demand more powers
26,S_Resources_Ballot measure to raise money,State Agency,S,Funding/Resources,Ballot measure to raise money
26,S_Resources_Integrate funding sources,State Agency,S,Funding/Resources,Integrate funding sources
26,S_Resources_Public private partnerships,State Agency,S,Funding/Resources,Public private partnerships
26,C_Organizations_Competition for same money,State Agency,C,Institutions,Competition for same money
26,C_Organizations_mission,State Agency,C,Institutions,Statutory mission
26,S_Leadership_Individuals matter,State Agency,S,Leadership,Individuals matter
26,C_Organizations_Jurisdictional overlap,State Agency,C,Institutions,Jurisdictional overlap
26,S_Collaborative governance_broad participation,State Agency,S,Institutions,Broad participation
23,C_Resources_Mitigation vs Adaptation,State Agency,C,Funding/Resources,Mitigation vs Adaptation
23,C_Complexity_Uncertainty,State Agency,C,Science,Uncertainty
23,C_Political leadership_lack vision,State Agency,C,Leadership,Lack of vision
23,C_People_SLR too far off in future,State Agency,C,Local communities,SLR too far off in future
23,C_People_loss of property value,State Agency,C,Local communities,NYMBYsm
23,C_Organizations_Competing priorities,State Agency,C,Institutions,Competing priorities
23,S_Political leadership_create legi requirements,State Agency,S,Leadership,Create legislative requirements
23,S_Leadership_Existing entity/entities,State Agency,S,Leadership,Empower existing entities
23,S_Leadership_Existing entity/entities,State Agency,S,Leadership,Empower existing entities
23,S_Collaborative governance_Visioning process,State Agency,S,Institutions,Visioning process
23,S_Organizations_Formal authority to move things through,State Agency,S,Institutions,Demand more powers
23,S_Complexity_Climate service enterprise,State Agency,S,Science,Climate service enterprise
23,S_Local govts_governance must include local stakeholders,State Agency,S,Local communities,Include local stakeholders
23,S_Resources_Integrate funding sources,State Agency,S,Funding/Resources,Integrate funding sources
23,S_Planning_Pilot projects,State Agency,S,Planning,Pilot projects
23,S_Resources_Lobby for federal program,State Agency,S,Funding/Resources,Lobby for federal program
23,C_Political leadership_lack vision,State Agency,C,Leadership,Lack of vision
10,S_Collaborative governance_build trust/capacity,State Agency,S,Institutions,Build trust/capacity
10,C_Resources_Mitigation vs Adaptation,State Agency,C,Funding/Resources,Mitigation vs Adaptation
10,C_Complexity_Uncertainty,State Agency,C,Science,Uncertainty
10,C_Organizations_Jurisdictional fragmentation,State Agency,C,Institutions,Jurisdictional fragmentation
10,C_Organizations_mission,State Agency,C,Institutions,Statutory mission
10,S_Collaborative governance_build trust/capacity,State Agency,S,Institutions,Build trust/capacity
10,S_Collaborative governance_talk their language,State Agency,S,Institutions,Talk stakeholders' language
10,S_Resources_Tap non-traditional funding pockets,State Agency,S,Funding/Resources,Tap non-traditional funding pockets
10,S_Leadership_Existing entity/entities,State Agency,S,Leadership,Empower existing entities
10,S_Leadership_Existing entity/entities,State Agency,S,Leadership,Empower existing entities
10,C_Complexity_Vulnerability interdependence,State Agency,C,Science,Vulnerability interdependence
10,S_Planning_Combination of approaches,State Agency,S,Planning,Combination of approaches
10,C_Complexity_Uncertainty,State Agency,C,Science,Uncertainty
10,C_Resources_Who pays?,State Agency,C,Funding/Resources,Who pays?
10,S_Resources_Lobby for federal program,State Agency,S,Funding/Resources,Lobby for federal program
10,C_Organizations_Jurisdictional fragmentation,State Agency,C,Institutions,Jurisdictional fragmentation
10,C_Regulation_Permitting issues,State Agency,C,Regulation,Permitting issues
10,C_Organizations_Jurisdictional overlap,State Agency,C,Institutions,Jurisdictional overlap
10,C_Organizations_mission,State Agency,C,Institutions,Statutory mission
10,C_Regulation_Permitting issues,State Agency,C,Regulation,Permitting issues
10,C_Organizations_Jurisdictional overlap,State Agency,C,Institutions,Jurisdictional overlap
10,C_Planning_how to fix existing infrastructure,State Agency,C,Planning,How to fix existing infrastructure
10,S_Resources_orgs share resources,State Agency,S,Funding/Resources,Agencies should share resources
10,C_Complexity_Uncertainty,State Agency,C,Science,Uncertainty
12,S_Resources_Integrate funding sources,Env NGO,S,Funding/Resources,Integrate funding sources
12,C_Organizations_mission,Env NGO,C,Institutions,Statutory mission
12,C_Resources_Mitigation vs Adaptation,Env NGO,C,Funding/Resources,Mitigation vs Adaptation
12,S_Planning_Green infrastructure,Env NGO,S,Planning,Green infrastructure
12,C_Collaborative governance_All talk no action,Env NGO,C,Institutions,All talk no action
12,C_Political leadership_Legislation_inadequate,Env NGO,C,Leadership,Inadequate legislation
12,C_Political leadership_Legislation_inadequate,Env NGO,C,Leadership,Inadequate legislation
12,S_Leadership_Let local jurisdiction be proactive,Env NGO,S,Leadership,Let local jurisdiction be proactive
12,S_Local govts_governance must include local stakeholders,Env NGO,S,Local communities,Include local stakeholders
12,S_Resources_Lobby for federal program,Env NGO,S,Funding/Resources,Lobby for federal program
12,S_Political leadership_create legi requirements,Env NGO,S,Leadership,Create legislative requirements
12,S_Planning_Do not build close to water,Env NGO,S,Planning,Do not build close to water
12,C_Regulation_Permitting issues,Env NGO,C,Regulation,Permitting issues
12,C_Organizations_Competing priorities,Env NGO,C,Institutions,Competing priorities
12,S_Political leadership_create legi requirements,Env NGO,S,Leadership,Create legislative requirements
12,C_Political leadership_lack vision,Env NGO,C,Leadership,Lack of vision
12,S_Organizations_Formal authority to move things through,Env NGO,S,Institutions,Demand more powers
12,C_Local govts_control issues,Env NGO,C,Local communities,Local control
12,C_Organizations_Competing priorities,Env NGO,C,Institutions,Competing priorities
12,C_Planning_how to fix existing infrastructure,Env NGO,C,Planning,How to fix existing infrastructure
12,C_Regulation_Permitting issues,Env NGO,C,Regulation,Permitting issues
12,S_Regulation_Integrated permitting,Env NGO,S,Regulation,Integrated permitting
12,C_Organizations_Conflicting goals,Env NGO,C,Institutions,Conflicting goals
12,C_Resources_Lack staff resources,Env NGO,C,Funding/Resources,Lack staff resources
12,S_Leadership_collaboration led by regional agencies,Env NGO,S,Leadership,Collaboration led by regional agencies
12,S_Leadership_Let local jurisdiction be proactive,Env NGO,S,Leadership,Let local jurisdiction be proactive
12,C_Organizations_Jurisdictional fragmentation,Env NGO,C,Institutions,Jurisdictional fragmentation
22,C_Organizations_Jurisdictional overlap,Local entity,C,Institutions,Jurisdictional overlap
22,C_Political leadership_Need disaster to spur action,Local entity,C,Leadership,Need disaster to spur action
22,S_Leadership_Individuals matter,Local entity,S,Leadership,Individuals matter
22,S_Leadership_Individuals matter,Local entity,S,Leadership,Individuals matter
22,C_Leadership_No single voice for the Bay,Local entity,C,Leadership,No single voice for the Bay
22,C_People_SLR too far off in future,Local entity,C,Local communities,SLR too far off in future
22,C_Complexity_Uncertainty,Local entity,C,Science,Uncertainty
22,S_Local govts_Local communities need pratical info on SLR,Local entity,S,Local communities,Local communities need pratical info on SLR
22,C_Organizations_Jurisdictional fragmentation,Local entity,C,Institutions,Jurisdictional fragmentation
22,S_Planning_Grey infrastructure,Local entity,S,Planning,Grey infrastructure
22,S_Collaborative governance_talk their language,Local entity,S,Institutions,Talk stakeholders' language
22,S_Local govts_governance must include local stakeholders,Local entity,S,Local communities,Include local stakeholders
22,S_Political leadership_national conversation,Local entity,S,Leadership,Need national conversation
22,C_Resources_Lack staff resources,Local entity,C,Funding/Resources,Lack staff resources
22,S_Leadership_Existing entity/entities,Local entity,S,Leadership,Empower existing entities
22,S_Leadership_Existing entity/entities,Local entity,S,Leadership,Empower existing entities
22,S_Complexity_Information clearinghouse,Local entity,S,Science,Information clearinghouse
22,S_Local govts_Local communities need pratical info on SLR,Local entity,S,Local communities,Local communities need pratical info on SLR
22,S_Political leadership_create legi requirements,Local entity,S,Leadership,Create legislative requirements
22,S_Regulation_Integrated permitting,Local entity,S,Regulation,Integrated permitting
6,C_Local govts_control issues,Regional Agency,C,Local communities,Local control
6,C_Organizations_mission,Regional Agency,C,Institutions,Statutory mission
6,S_Political leadership_national conversation,Regional Agency,S,Leadership,Need national conversation
6,C_Political leadership_Time inconsistency w pol cycles,Regional Agency,C,Leadership,Time inconsistency w pol cycles
6,S_Leadership_Existing entity/entities,Regional Agency,S,Leadership,Empower existing entities
6,C_People_SLR too far off in future,Regional Agency,C,Local communities,SLR too far off in future
6,C_People_SLR too far off in future,Regional Agency,C,Local communities,SLR too far off in future
6,C_Organizations_mission,Regional Agency,C,Institutions,Statutory mission
6,C_Resources_Restrictions on budgets use,Regional Agency,C,Funding/Resources,Restrictions on budgets use
6,C_Organizations_Competing priorities,Regional Agency,C,Institutions,Competing priorities
6,S_Local govts_Carrot and sticks for local communities,Regional Agency,S,Local communities,Carrot and sticks for local communities
6,C_People_SLR too far off in future,Regional Agency,C,Local communities,SLR too far off in future
6,S_People_Community engagement,Regional Agency,S,Local communities,Engage communities
6,S_Resources_State/Regional funding,Regional Agency,S,Funding/Resources,State/Regional funding
6,S_Resources_Ballot measure to raise money,Regional Agency,S,Funding/Resources,Ballot measure to raise money
6,S_Resources_Lobby for federal program,Regional Agency,S,Funding/Resources,Lobby for federal program
6,S_Organizations_Formal authority to move things through,Regional Agency,S,Institutions,Demand more powers
6,S_Leadership_collaboration led by regional agencies,Regional Agency,S,Leadership,Collaboration led by regional agencies
6,C_Planning_how to fix existing infrastructure,Regional Agency,C,Planning,How to fix existing infrastructure
6,C_Organizations_Competing priorities,Regional Agency,C,Institutions,Competing priorities
6,C_Planning_how to fix existing infrastructure,Regional Agency,C,Planning,How to fix existing infrastructure
6,C_Organizations_mission,Regional Agency,C,Institutions,Statutory mission
6,C_Organizations_Jurisdictional fragmentation,Regional Agency,C,Institutions,Jurisdictional fragmentation
6,C_Organizations_Jurisdictional fragmentation,Regional Agency,C,Institutions,Jurisdictional fragmentation
6,S_Political leadership_create legi requirements,Regional Agency,S,Leadership,Create legislative requirements
6,C_Resources_Mitigation vs Adaptation,Regional Agency,C,Funding/Resources,Mitigation vs Adaptation
6,S_People_Community engagement,Regional Agency,S,Local communities,Engage communities
6,C_Political leadership_Need disaster to spur action,Regional Agency,C,Leadership,Need disaster to spur action
4,S_Regulation_Integrated permitting,State Agency,S,Regulation,Integrated permitting
4,S_Regulation_Integrated permitting,State Agency,S,Regulation,Integrated permitting
4,S_Collaborative governance_Informal collaboration,State Agency,S,Institutions,Build trust/capacity
4,S_Collaborative governance_build trust/capacity,State Agency,S,Institutions,Build trust/capacity
4,S_Collaborative governance_build trust/capacity,State Agency,S,Institutions,Build trust/capacity
4,C_Complexity_Uncertainty,State Agency,C,Science,Uncertainty
4,C_Organizations_Conflicting goals,State Agency,C,Institutions,Conflicting goals
4,C_Local govts_control issues,State Agency,C,Local communities,Local control
4,C_Organizations_Jurisdictional fragmentation,State Agency,C,Institutions,Jurisdictional fragmentation
4,C_Resources_Not many funding sources,State Agency,C,Funding/Resources,Not many funding sources
4,S_Leadership_Individuals matter,State Agency,S,Leadership,Individuals matter
4,S_Leadership_collaboration led by regional agencies,State Agency,S,Leadership,Collaboration led by regional agencies
4,C_Organizations_mission,State Agency,C,Institutions,Statutory mission
4,S_Leadership_Existing entity/entities,State Agency,S,Leadership,Empower existing entities
4,S_Collaborative governance_Informal collaboration,State Agency,S,Institutions,Build trust/capacity
4,C_Organizations_Jurisdictional fragmentation,State Agency,C,Institutions,Jurisdictional fragmentation
4,S_Leadership_collaboration led by regional agencies,State Agency,S,Leadership,Collaboration led by regional agencies
4,C_Resources_There won't be federal money,State Agency,C,Funding/Resources,Who pays?
4,C_Regulation_Sediment management,State Agency,C,Regulation,Sediment management
4,C_Organizations_mission,State Agency,C,Institutions,Statutory mission
4,S_Resources_private sector pay,State Agency,S,Funding/Resources,Make case to private sector
4,C_Complexity_Uncertainty,State Agency,C,Science,Uncertainty
4,S_Regulation_Monitor implementation,State Agency,S,Regulation,Monitor implementation
4,S_Planning_Combination of approaches,State Agency,S,Planning,Combination of approaches
4,S_Collaborative governance_Visioning process,State Agency,S,Institutions,Visioning process
4,C_Political leadership_Need disaster to spur action,State Agency,C,Leadership,Need disaster to spur action
4,S_People_Community engagement,State Agency,S,Local communities,Engage communities
4,C_People_SLR too far off in future,State Agency,C,Local communities,SLR too far off in future
4,C_Organizations_Competing priorities,State Agency,C,Institutions,Competing priorities
